,vid_id,ad_view
1364,VID_15673,8624
1365,VID_7804,16
1366,VID_3722,0
1367,VID_19906,37
1368,VID_3043,6
1369,VID_1513,4
1370,VID_2110,0
1371,VID_17568,34
1372,VID_22316,6
1373,VID_15689,35
1374,VID_22380,13
1375,VID_6587,7
1376,VID_7533,0
1377,VID_15710,14
1378,VID_821,8
1379,VID_13807,78
1380,VID_12586,6
1381,VID_7625,13
1382,VID_22652,4
1383,VID_9901,971
1384,VID_7879,6
1385,VID_15339,13
1386,VID_10163,207
1387,VID_21929,13
1388,VID_19609,7
1389,VID_64,18
1390,VID_17238,17
1391,VID_9551,10
1392,VID_9804,9
1393,VID_4537,5
1394,VID_10869,54
1395,VID_22949,1388
1396,VID_7384,17
1397,VID_15761,0
1398,VID_3571,6
1399,VID_8563,36
1400,VID_16120,0
1401,VID_11440,13
1402,VID_3480,30
1403,VID_4673,9
1404,VID_4063,0
1405,VID_16045,12
1406,VID_2318,3
1407,VID_21811,9
1408,VID_685,6
1409,VID_18512,6
1410,VID_21188,0
1411,VID_16896,0
1412,VID_4347,2
1413,VID_20174,1
1414,VID_7525,0
1415,VID_6181,0
1416,VID_8939,4
1417,VID_6809,6
1418,VID_16279,12
1419,VID_2836,14
1420,VID_19921,18
1421,VID_10241,19
1422,VID_5180,6
1423,VID_7716,239
1424,VID_5583,19
1425,VID_12564,7
1426,VID_2866,0
1427,VID_3702,9
1428,VID_10224,606
1429,VID_19132,42
1430,VID_16745,9
1431,VID_9703,0
1432,VID_9081,2
1433,VID_14978,0
1434,VID_20905,5
1435,VID_18935,21
1436,VID_21108,8
1437,VID_18493,4
1438,VID_8814,2
1439,VID_7192,0
1440,VID_7355,71
1441,VID_2617,21
1442,VID_22856,13
1443,VID_2794,1
1444,VID_3468,2
1445,VID_17472,56
1446,VID_13767,886
1447,VID_17302,19
1448,VID_22238,29
1449,VID_14721,2
1450,VID_13902,14
1451,VID_2880,14
1452,VID_23371,3
1453,VID_13147,42
1454,VID_16856,17
1455,VID_7893,9
1456,VID_4230,2
1457,VID_9663,3
1458,VID_22068,0
1459,VID_3623,0
1460,VID_14520,3
1461,VID_3215,9
1462,VID_12263,21
1463,VID_20214,12
1464,VID_2926,5
1465,VID_13776,2
1466,VID_16270,2717
1467,VID_1102,8
1468,VID_2656,8
1469,VID_17831,15
1470,VID_17518,0
1471,VID_20006,3
1472,VID_4357,5
1473,VID_5530,13
1474,VID_2286,150
1475,VID_3113,32
1476,VID_2569,18
1477,VID_17384,149
1478,VID_14754,0
1479,VID_12427,3
1480,VID_7113,6
1481,VID_10799,40
1482,VID_6332,29
1483,VID_13405,0
1484,VID_4411,8
1485,VID_5731,9
1486,VID_16584,67
1487,VID_4568,0
1488,VID_3575,4
1489,VID_15944,0
1490,VID_15417,12
1491,VID_5761,9
1492,VID_11243,6
1493,VID_362,9
1494,VID_8932,4
1495,VID_22733,4
1496,VID_793,6
1497,VID_10956,3
1498,VID_4422,10
1499,VID_10549,25
1500,VID_3939,45
1501,VID_19790,42
1502,VID_18850,7
1503,VID_13900,4
1504,VID_14794,0
1505,VID_19774,13
1506,VID_12857,61
1507,VID_17928,9
1508,VID_3372,99
1509,VID_15175,18
1510,VID_4571,0
1511,VID_7559,0
1512,VID_21354,33
1513,VID_10061,7
1514,VID_7537,18
1515,VID_3488,26
1516,VID_6878,3
1517,VID_4973,20
1518,VID_13113,0
1519,VID_5266,0
1520,VID_4629,16
1521,VID_11240,0
1522,VID_20165,0
1523,VID_6081,1811
1524,VID_15917,30761
1525,VID_9570,43
1526,VID_11907,13
1527,VID_23040,20
1528,VID_23418,5
1529,VID_3402,17
1530,VID_784,10
1531,VID_9459,28
1532,VID_14437,0
1533,VID_11004,0
1534,VID_18896,0
1535,VID_10256,3
1536,VID_17618,154
1537,VID_22331,210
1538,VID_3752,10
1539,VID_12128,8
1540,VID_5781,3
1541,VID_22852,13
1542,VID_3982,2
1543,VID_12789,55
1544,VID_10045,14
1545,VID_16750,1073
1546,VID_4877,63
1547,VID_21679,59
1548,VID_4105,52
1549,VID_10655,29
1550,VID_17768,9
1551,VID_2849,27
1552,VID_3663,2
1553,VID_4544,1
1554,VID_2207,0
1555,VID_7078,0
1556,VID_13144,0
1557,VID_4884,1
1558,VID_852,25
1559,VID_12131,995
1560,VID_16562,11
1561,VID_9009,0
1562,VID_13487,0
1563,VID_14576,6
1564,VID_16832,17
1565,VID_17985,0
1566,VID_21569,18
1567,VID_4951,11
1568,VID_18135,8
1569,VID_1962,0
1570,VID_23091,6
1571,VID_9672,0
1572,VID_20332,2
1573,VID_4113,11
1574,VID_6555,9
1575,VID_6209,536
1576,VID_23570,0
1577,VID_14917,6
1578,VID_17109,23
1579,VID_6136,61
1580,VID_3040,7
1581,VID_9886,44
1582,VID_18657,0
1583,VID_2394,5
1584,VID_1352,0
1585,VID_8297,10
1586,VID_10112,13
1587,VID_4262,0
1588,VID_10461,1037
1589,VID_1952,7
1590,VID_10504,6
1591,VID_10590,9
1592,VID_18256,9
1593,VID_19145,8
1594,VID_20784,75
1595,VID_448,10
1596,VID_6293,10
1597,VID_4462,19
1598,VID_6650,3878
1599,VID_11002,8
1600,VID_17404,0
1601,VID_2118,6
1602,VID_3642,10
1603,VID_7963,419
1604,VID_1340,14
1605,VID_6769,17
1606,VID_23631,41
1607,VID_21726,16
1608,VID_11721,13
1609,VID_1553,102
1610,VID_541,78
1611,VID_13505,0
1612,VID_23404,5
1613,VID_6298,9
1614,VID_19086,7
1615,VID_19421,3
1616,VID_3997,11
1617,VID_5230,0
1618,VID_14597,29
1619,VID_22282,12
1620,VID_3986,0
1621,VID_13078,40
1622,VID_5677,26
1623,VID_7886,3
1624,VID_20821,13
1625,VID_13253,17
1626,VID_3632,0
1627,VID_15975,0
1628,VID_22577,12
1629,VID_15223,7
1630,VID_11245,6
1631,VID_1802,4
1632,VID_7434,3
1633,VID_11313,5
1634,VID_2900,213
1635,VID_106,25
1636,VID_9784,170
1637,VID_15561,16
1638,VID_20893,0
1639,VID_4174,36
1640,VID_1295,26
1641,VID_701,17
1642,VID_15384,134
1643,VID_7332,0
1644,VID_21757,12
1645,VID_16022,0
1646,VID_16236,23
1647,VID_20636,56
1648,VID_639,3
1649,VID_3511,10
1650,VID_5508,8
1651,VID_6281,12
1652,VID_15053,0
1653,VID_3435,9
1654,VID_8616,9
1655,VID_14044,54
1656,VID_6493,7
1657,VID_3158,21
1658,VID_10253,15
1659,VID_3001,15
1660,VID_20951,6
1661,VID_5750,41
1662,VID_11466,6
1663,VID_9642,7048
1664,VID_15556,7
1665,VID_14167,3
1666,VID_16180,2
1667,VID_5456,20
1668,VID_926,0
1669,VID_16685,1
1670,VID_14228,0
1671,VID_14720,15
1672,VID_18717,7
1673,VID_10635,47093
1674,VID_20840,5
1675,VID_3096,10
1676,VID_3244,8
1677,VID_21373,37
1678,VID_5533,4
1679,VID_4549,0
1680,VID_22471,156
1681,VID_3835,0
1682,VID_17761,22
1683,VID_5721,14
1684,VID_510,0
1685,VID_19978,0
1686,VID_15191,11
1687,VID_17998,1
1688,VID_23349,14
1689,VID_13271,0
1690,VID_16457,24
1691,VID_21777,20
1692,VID_6416,9
1693,VID_11087,48
1694,VID_7437,8
1695,VID_22835,14
1696,VID_8283,12
1697,VID_13522,17
1698,VID_7611,7
1699,VID_8984,15
1700,VID_10628,9
1701,VID_9849,55
1702,VID_1968,6
1703,VID_11578,5
1704,VID_2237,12
1705,VID_15132,22
1706,VID_12746,4
1707,VID_3130,6
1708,VID_9593,20
1709,VID_10652,51693
1710,VID_14015,2
1711,VID_7116,7
1712,VID_19028,98
1713,VID_17430,13
1714,VID_21788,2
1715,VID_15831,7
1716,VID_5942,0
1717,VID_15029,0
1718,VID_4352,17
1719,VID_21653,1022
1720,VID_6190,17
1721,VID_7095,4
1722,VID_2485,8
1723,VID_6437,41
1724,VID_11325,7
1725,VID_13363,9
1726,VID_6398,23
1727,VID_10189,68
1728,VID_18253,14
1729,VID_15829,1
1730,VID_12349,74
1731,VID_11887,9
1732,VID_22327,27
1733,VID_10815,24
1734,VID_1776,8
1735,VID_3175,9
1736,VID_21068,17
1737,VID_7316,69
1738,VID_21999,5
1739,VID_19345,5
1740,VID_3700,40
1741,VID_7802,13
1742,VID_2126,4
1743,VID_1254,27
1744,VID_18091,2
1745,VID_323,0
1746,VID_605,0
1747,VID_22819,26
1748,VID_6178,13
1749,VID_20098,5
1750,VID_18451,32
1751,VID_21177,12
1752,VID_6010,11
1753,VID_21931,11
1754,VID_14297,3
1755,VID_19770,6
1756,VID_18120,63
1757,VID_1563,11
1758,VID_976,0
1759,VID_5235,0
1760,VID_4540,2
1761,VID_17883,3
1762,VID_16527,4
1763,VID_1118,9
1764,VID_22359,60
1765,VID_10076,31
1766,VID_654,1
1767,VID_15065,1223
1768,VID_16385,3
1769,VID_767,0
1770,VID_18898,2
1771,VID_11910,24
1772,VID_11880,6
1773,VID_23174,3
1774,VID_6947,36
1775,VID_23593,41
1776,VID_20704,18
1777,VID_6935,6
1778,VID_19859,0
1779,VID_6578,4
1780,VID_9747,130
1781,VID_13132,9
1782,VID_8734,10
1783,VID_22732,0
1784,VID_18516,5
1785,VID_1949,22
1786,VID_22124,0
1787,VID_8310,611
1788,VID_14424,14
1789,VID_18895,20
1790,VID_13210,21
1791,VID_14732,6
1792,VID_6603,6
1793,VID_19754,0
1794,VID_9276,0
1795,VID_6369,20
1796,VID_12207,12
1797,VID_11183,14
1798,VID_18547,21
1799,VID_12303,10
1800,VID_1587,12
1801,VID_22246,16
1802,VID_16300,16
1803,VID_4282,10
1804,VID_12064,13
1805,VID_20842,57
1806,VID_21172,138
1807,VID_4541,0
1808,VID_12477,3
1809,VID_18127,645
1810,VID_1502,7
1811,VID_18016,8
1812,VID_10950,65
1813,VID_11735,20
1814,VID_11959,750
1815,VID_20482,9
1816,VID_5816,8
1817,VID_7301,22
1818,VID_226,11
1819,VID_20856,13
1820,VID_5107,0
1821,VID_11678,0
1822,VID_23497,125
1823,VID_6797,12
1824,VID_22106,2
1825,VID_10151,0
1826,VID_6725,6
1827,VID_17908,13
1828,VID_454,0
1829,VID_23067,13
1830,VID_21609,6
1831,VID_3253,17
1832,VID_5935,40
1833,VID_1568,6
1834,VID_14804,13
1835,VID_22087,22
1836,VID_9497,311
1837,VID_4592,0
1838,VID_5831,5
1839,VID_17667,4
1840,VID_13649,20
1841,VID_7974,4
1842,VID_6013,0
1843,VID_4389,0
1844,VID_19030,10
1845,VID_832,21
1846,VID_14244,0
1847,VID_282,224
1848,VID_17406,9
1849,VID_12603,11
1850,VID_4580,240
1851,VID_9481,8
1852,VID_22005,6
1853,VID_20093,0
1854,VID_3816,0
1855,VID_12403,16
1856,VID_16868,2
1857,VID_11701,0
1858,VID_16884,11
1859,VID_7812,10
1860,VID_1655,32
1861,VID_21729,5
1862,VID_6951,216
1863,VID_17539,10
1864,VID_2956,8
1865,VID_10006,0
1866,VID_14881,0
1867,VID_1138,14
1868,VID_14030,20
1869,VID_3201,8
1870,VID_17876,4
1871,VID_20857,29
1872,VID_2154,0
1873,VID_5544,24
1874,VID_10712,19
1875,VID_6910,6
1876,VID_2882,17
1877,VID_15719,54
1878,VID_2706,0
1879,VID_143,10
1880,VID_10659,129
1881,VID_22669,60
1882,VID_3256,9
1883,VID_18252,3
1884,VID_137,2
1885,VID_8672,5
1886,VID_12118,26
1887,VID_6922,7
1888,VID_17178,3
1889,VID_4557,0
1890,VID_8160,23
1891,VID_6384,19
1892,VID_23225,14
1893,VID_17567,62
1894,VID_3948,9
1895,VID_9140,8
1896,VID_7953,0
1897,VID_11092,164
1898,VID_1181,13
1899,VID_8841,0
1900,VID_1656,0
1901,VID_1754,0
1902,VID_9938,5
1903,VID_14679,11
1904,VID_19110,5
1905,VID_17072,5
1906,VID_18196,20
1907,VID_14429,1
1908,VID_20829,18
1909,VID_1727,25
1910,VID_4614,1734
1911,VID_16758,14
1912,VID_44,2
1913,VID_15213,35
1914,VID_1709,0
1915,VID_5094,7
1916,VID_15523,17
1917,VID_14180,50
1918,VID_17357,6
1919,VID_23027,0
1920,VID_739,8
1921,VID_4921,24
1922,VID_12691,145
1923,VID_3569,13
1924,VID_5953,53
1925,VID_21747,24
1926,VID_9598,127115
1927,VID_176,0
1928,VID_19040,38
1929,VID_6705,26
1930,VID_21343,8
1931,VID_4162,16
1932,VID_22679,8
1933,VID_19508,4
1934,VID_2131,493
1935,VID_9655,0
1936,VID_4729,13
1937,VID_21712,378
1938,VID_23591,0
1939,VID_1571,2
1940,VID_19048,23
1941,VID_10794,1068
1942,VID_8462,89
1943,VID_7572,7
1944,VID_19660,10
1945,VID_10977,6
1946,VID_18270,13
1947,VID_10621,0
1948,VID_20459,0
1949,VID_8902,1
1950,VID_8879,1
1951,VID_23588,13
1952,VID_21748,7
1953,VID_17517,18
1954,VID_17678,0
1955,VID_12011,21
1956,VID_21869,71
1957,VID_7035,0
1958,VID_915,719
1959,VID_3330,7
1960,VID_21146,0
1961,VID_5812,7
1962,VID_21236,21
1963,VID_19792,5
1964,VID_11920,0
1965,VID_8060,8
1966,VID_11201,12
1967,VID_4814,27
1968,VID_2255,24
1969,VID_1557,12
1970,VID_4517,0
1971,VID_1847,8
1972,VID_12468,4
1973,VID_17563,21
1974,VID_6092,0
1975,VID_8505,9
1976,VID_3145,6
1977,VID_4523,34
1978,VID_5572,12
1979,VID_15622,0
1980,VID_23664,1280
1981,VID_1199,9
1982,VID_20859,9
1983,VID_20219,10
1984,VID_14843,5
1985,VID_10143,0
1986,VID_18589,39
1987,VID_12417,7
1988,VID_13581,42
1989,VID_3415,22
1990,VID_17443,0
1991,VID_4628,1
1992,VID_7870,39
1993,VID_17045,9
1994,VID_20063,8
1995,VID_11909,1
1996,VID_17225,0
1997,VID_14680,22
1998,VID_7326,9
1999,VID_15140,19
2000,VID_2324,2
2001,VID_2936,7364
2002,VID_18115,0
2003,VID_9316,0
2004,VID_18367,3797
2005,VID_15205,8
2006,VID_3068,3
2007,VID_6319,0
2008,VID_14285,14
2009,VID_20949,23
2010,VID_7519,7
2011,VID_5836,9
2012,VID_20268,28
2013,VID_12833,8
2014,VID_17659,36
2015,VID_7137,9
2016,VID_22579,5
2017,VID_21681,1381
2018,VID_2911,30
2019,VID_23348,6
2020,VID_15619,4
2021,VID_10327,4
2022,VID_13590,27
2023,VID_9793,294
2024,VID_22698,0
2025,VID_2798,0
2026,VID_15022,25
2027,VID_23502,11
2028,VID_865,13
2029,VID_12126,0
2030,VID_10439,18
2031,VID_3103,12
2032,VID_10764,9
2033,VID_20169,11
2034,VID_20766,8
2035,VID_20512,11
2036,VID_21472,12
2037,VID_18887,14
2038,VID_922,0
2039,VID_21984,3
2040,VID_16563,0
2041,VID_16788,5
2042,VID_17778,10
2043,VID_1904,86
2044,VID_928,11
2045,VID_12845,8
2046,VID_6422,11
2047,VID_10221,63
2048,VID_15977,1
2049,VID_21774,12
2050,VID_19891,0
2051,VID_23519,9
2052,VID_9823,29
2053,VID_17541,22
2054,VID_15111,5
2055,VID_19743,24
2056,VID_5621,9
2057,VID_7492,4
2058,VID_4974,25
2059,VID_3104,1
2060,VID_22084,12
2061,VID_8234,6
2062,VID_13324,0
2063,VID_18874,0
2064,VID_12753,7
2065,VID_3226,49
2066,VID_5911,0
2067,VID_18670,8
2068,VID_13918,35
2069,VID_22137,16
2070,VID_5582,34
2071,VID_17134,10
2072,VID_6065,0
2073,VID_7714,0
2074,VID_19758,0
2075,VID_5181,9
2076,VID_11772,17
2077,VID_10293,6
2078,VID_18907,79
2079,VID_11238,5
2080,VID_9684,0
2081,VID_14439,1
2082,VID_3502,24
2083,VID_4648,319
2084,VID_7319,6
2085,VID_22221,20
2086,VID_10521,12
2087,VID_9209,9
2088,VID_386,14
2089,VID_41,15
2090,VID_4129,19
2091,VID_1323,15
2092,VID_19618,13
2093,VID_6806,10
2094,VID_5608,16
2095,VID_8789,26
2096,VID_16467,8
2097,VID_3723,12
2098,VID_4399,0
2099,VID_259,22
2100,VID_17597,1108
2101,VID_21110,1
2102,VID_293,0
2103,VID_22872,11
2104,VID_3543,30
2105,VID_17344,3
2106,VID_2219,16
2107,VID_4004,9
2108,VID_4449,13
2109,VID_3243,11
2110,VID_11767,11
2111,VID_19467,8
2112,VID_16918,3222
2113,VID_8455,1312
2114,VID_20744,11
2115,VID_20358,1631
2116,VID_23417,8
2117,VID_4859,14
2118,VID_21291,12
2119,VID_2742,10
2120,VID_932,0
2121,VID_4665,3
2122,VID_1931,0
2123,VID_834,56
2124,VID_16455,18
2125,VID_18695,3
2126,VID_12570,3
2127,VID_3363,6
2128,VID_1429,1
2129,VID_23147,10
2130,VID_370,6
2131,VID_8257,0
2132,VID_14746,4
2133,VID_12892,856
2134,VID_9440,0
2135,VID_6662,18
2136,VID_18596,8
2137,VID_5669,11
2138,VID_20658,50
2139,VID_5661,21
2140,VID_19314,2
2141,VID_21996,134
2142,VID_4895,0
2143,VID_17999,2
2144,VID_1786,0
2145,VID_23173,3
2146,VID_7943,0
2147,VID_12577,9
2148,VID_17318,37
2149,VID_21978,8
2150,VID_11917,5
2151,VID_7819,578
2152,VID_16076,0
2153,VID_1612,305
2154,VID_17300,5
2155,VID_19434,7
2156,VID_5088,0
2157,VID_21732,12
2158,VID_12730,10
2159,VID_1460,35
2160,VID_17895,0
2161,VID_16178,3
2162,VID_22430,3
2163,VID_12248,18
2164,VID_18022,7
2165,VID_3374,16
2166,VID_3356,11
2167,VID_23558,5
2168,VID_21886,3
2169,VID_12680,0
2170,VID_5318,20
2171,VID_18729,129
2172,VID_3743,52
2173,VID_22340,9
2174,VID_7883,12
2175,VID_14571,5
2176,VID_20046,21
2177,VID_14313,5
2178,VID_19082,0
2179,VID_11669,0
2180,VID_2403,5
2181,VID_7712,177
2182,VID_18609,17797
2183,VID_11421,13
2184,VID_17566,24
2185,VID_18756,8
2186,VID_4247,23
2187,VID_873,75
2188,VID_5746,27
2189,VID_13164,19
2190,VID_7328,6
2191,VID_12080,8
2192,VID_6225,1
2193,VID_21762,51
2194,VID_7152,10
2195,VID_18531,0
2196,VID_13933,1
2197,VID_20645,3
2198,VID_7912,219
2199,VID_3764,13
2200,VID_1419,10
2201,VID_10266,27094
2202,VID_17267,0
2203,VID_17708,5
2204,VID_14260,465
2205,VID_22827,7
2206,VID_15849,1
2207,VID_6295,0
2208,VID_4035,0
2209,VID_15408,10
2210,VID_17222,2
2211,VID_6272,11
2212,VID_11058,3
2213,VID_7933,0
2214,VID_10786,0
2215,VID_15374,8
2216,VID_19008,5
2217,VID_2844,96
2218,VID_12873,0
2219,VID_1355,2
2220,VID_19948,9
2221,VID_13963,1528
2222,VID_21011,31
2223,VID_21482,24
2224,VID_21047,0
2225,VID_4720,11
2226,VID_22653,2
2227,VID_17703,117
2228,VID_13037,9
2229,VID_18144,40
2230,VID_23720,33
2231,VID_15700,47
2232,VID_22904,0
2233,VID_17530,1
2234,VID_18410,519
2235,VID_1699,11
2236,VID_13566,8
2237,VID_8420,0
2238,VID_11889,11
2239,VID_895,8
2240,VID_3134,18
2241,VID_10710,169799
2242,VID_4238,9
2243,VID_11849,12
2244,VID_2588,38
2245,VID_6522,7
2246,VID_12950,132
2247,VID_11709,18
2248,VID_16269,3
2249,VID_364,4
2250,VID_2644,9
2251,VID_23659,30
2252,VID_2730,0
2253,VID_1454,34
2254,VID_2825,14
2255,VID_20225,8
2256,VID_1489,19
2257,VID_23715,0
2258,VID_12821,0
2259,VID_11847,2212
2260,VID_7640,3088
2261,VID_19332,18
2262,VID_5762,3
2263,VID_20998,19
2264,VID_11454,36
2265,VID_17762,7
2266,VID_691,9
2267,VID_21981,7
2268,VID_14040,82
2269,VID_5138,11
2270,VID_2373,24
2271,VID_6714,17
2272,VID_19344,2
2273,VID_6267,115
2274,VID_7897,28
2275,VID_13511,4
2276,VID_6917,4
2277,VID_3310,10
2278,VID_14906,826
2279,VID_7881,9
2280,VID_13142,0
2281,VID_15795,0
2282,VID_18665,12
2283,VID_2025,0
2284,VID_1001,5
2285,VID_3076,0
2286,VID_16999,5
2287,VID_22546,0
2288,VID_22344,35
2289,VID_20339,19
2290,VID_504,7
2291,VID_17790,0
2292,VID_3641,2
2293,VID_18275,16
2294,VID_14821,3
2295,VID_1580,0
2296,VID_9979,2
2297,VID_21425,15
2298,VID_6419,17
2299,VID_6374,30
2300,VID_6998,85
2301,VID_8926,2
2302,VID_4243,10
2303,VID_14086,6
2304,VID_22645,24
2305,VID_21879,7
2306,VID_9573,85882
2307,VID_1998,6
2308,VID_14137,21
2309,VID_7136,6
2310,VID_9981,8
2311,VID_11657,11
2312,VID_7110,11
2313,VID_21099,7
2314,VID_1543,28
2315,VID_5706,13
2316,VID_23139,83
2317,VID_5755,0
2318,VID_13994,4
2319,VID_11854,143
2320,VID_18964,4
2321,VID_14089,79
2322,VID_1725,19
2323,VID_14435,0
2324,VID_13519,3
2325,VID_6687,0
2326,VID_992,0
2327,VID_13255,2
2328,VID_8720,5
2329,VID_22967,47
2330,VID_21862,6
2331,VID_1011,3
2332,VID_18429,9
2333,VID_19556,10
2334,VID_11414,14
2335,VID_4631,82
2336,VID_886,16
2337,VID_18079,0
2338,VID_16482,3
2339,VID_23628,1904
2340,VID_2940,13
2341,VID_22096,11
2342,VID_18014,0
2343,VID_8405,0
2344,VID_7807,1
2345,VID_12928,2239
2346,VID_23436,14
2347,VID_22593,25
2348,VID_10735,161549
2349,VID_9377,0
2350,VID_12438,6
2351,VID_20892,6
2352,VID_1087,10
2353,VID_5149,0
2354,VID_1085,22
2355,VID_16895,0
2356,VID_10319,8
2357,VID_4222,34
2358,VID_13244,14
2359,VID_14100,12
2360,VID_4217,18
2361,VID_10197,13
2362,VID_3220,0
2363,VID_13107,0
2364,VID_6301,0
2365,VID_15202,16
2366,VID_8263,19
2367,VID_10766,8
2368,VID_6885,7
2369,VID_8141,8
2370,VID_20428,11
2371,VID_14824,1
2372,VID_7651,0
2373,VID_10878,145
2374,VID_4263,0
2375,VID_9922,10631
2376,VID_6475,47
2377,VID_15557,8
2378,VID_17806,1947
2379,VID_17324,18
2380,VID_19027,7
2381,VID_21128,1
2382,VID_3196,9
2383,VID_9196,6
2384,VID_17497,18
2385,VID_11413,12
2386,VID_10917,0
2387,VID_22606,26
2388,VID_9824,423
2389,VID_23286,8
2390,VID_9752,111
2391,VID_13761,0
2392,VID_21939,12
2393,VID_535,10
2394,VID_23444,8
2395,VID_1499,19
2396,VID_5034,6
2397,VID_9413,10
2398,VID_6244,13
2399,VID_23106,8
2400,VID_19719,0
2401,VID_18926,43
2402,VID_23637,24286
2403,VID_18666,7
2404,VID_21005,19
2405,VID_18951,1
2406,VID_9165,277
2407,VID_3715,21
2408,VID_10362,10
2409,VID_2231,7
2410,VID_9123,0
2411,VID_577,0
2412,VID_11922,15
2413,VID_11881,16199
2414,VID_21127,33
2415,VID_14805,5
2416,VID_19323,2
2417,VID_10125,6
2418,VID_1717,20
2419,VID_1819,0
2420,VID_1609,7
2421,VID_18343,9
2422,VID_4800,40
2423,VID_4740,1
2424,VID_6502,0
2425,VID_9232,13
2426,VID_13675,6
2427,VID_2567,4
2428,VID_3546,4
2429,VID_23743,12
2430,VID_23270,0
2431,VID_12998,20
2432,VID_21509,3
2433,VID_3602,111
2434,VID_21989,25
2435,VID_5159,0
2436,VID_20289,4
2437,VID_7900,10
2438,VID_3558,6
2439,VID_1764,11
2440,VID_13204,29
2441,VID_5433,49
2442,VID_12037,1083
2443,VID_19320,8
2444,VID_437,583
2445,VID_17153,7
2446,VID_2276,9
2447,VID_8949,10
2448,VID_16265,0
2449,VID_4154,15
2450,VID_10593,2
2451,VID_10169,0
2452,VID_7906,12
2453,VID_6160,4
2454,VID_20644,1
2455,VID_22389,5
2456,VID_18986,8
2457,VID_20038,5
2458,VID_8929,6
2459,VID_20100,14
2460,VID_22080,15
2461,VID_2332,14
2462,VID_20975,33
2463,VID_10824,131
2464,VID_15323,6
2465,VID_20227,13
2466,VID_9309,6
2467,VID_23675,31
2468,VID_7155,1
2469,VID_2486,15
2470,VID_16861,0
2471,VID_8262,8
2472,VID_23488,10
2473,VID_7263,8
2474,VID_20886,88
2475,VID_9753,752
2476,VID_8774,16
2477,VID_17309,8
2478,VID_5337,20
2479,VID_3417,22
2480,VID_8173,0
2481,VID_22302,12
2482,VID_19169,22
2483,VID_1565,10
2484,VID_6686,15
2485,VID_15440,7
2486,VID_1331,13
2487,VID_19093,0
2488,VID_10763,0
2489,VID_9601,17
2490,VID_15982,1
2491,VID_3000,15
2492,VID_1963,22
2493,VID_9075,9
2494,VID_16285,0
2495,VID_19832,0
2496,VID_21280,16
2497,VID_2264,0
2498,VID_14929,27
2499,VID_15811,0
2500,VID_22700,3
2501,VID_20594,22
2502,VID_15193,13
2503,VID_7700,1687
2504,VID_2820,14
2505,VID_812,70
2506,VID_11751,0
2507,VID_22881,4
2508,VID_958,0
2509,VID_17729,26
2510,VID_11596,130
2511,VID_19325,22
2512,VID_2190,10
2513,VID_13073,0
2514,VID_6840,5
2515,VID_12225,5
2516,VID_5837,11
2517,VID_18859,41
2518,VID_3769,7
2519,VID_2115,185
2520,VID_3746,12
2521,VID_4813,15
2522,VID_17143,18
2523,VID_8066,10
2524,VID_17772,11
2525,VID_10821,43
2526,VID_10238,0
2527,VID_5016,0
2528,VID_19825,7
2529,VID_23632,2
2530,VID_22367,31
2531,VID_19159,16
2532,VID_5258,9
2533,VID_2447,30
2534,VID_2285,212
2535,VID_9562,28900
2536,VID_8430,673
2537,VID_20007,0
2538,VID_12308,47
2539,VID_4198,5
2540,VID_17417,12
2541,VID_16302,19
2542,VID_14813,117
2543,VID_17865,4
2544,VID_2072,8
2545,VID_9596,0
2546,VID_6098,5
2547,VID_17429,7
2548,VID_21895,1
2549,VID_9835,352
2550,VID_10989,10
2551,VID_2035,10
2552,VID_12355,7
2553,VID_12657,2
2554,VID_19220,28
2555,VID_19275,104
2556,VID_19369,5
2557,VID_18225,11
2558,VID_9897,240
2559,VID_10933,24
2560,VID_12062,69
2561,VID_3268,0
2562,VID_2127,34
2563,VID_798,4
2564,VID_11037,6
2565,VID_8945,7
2566,VID_17210,6
2567,VID_6112,42
2568,VID_22798,14
2569,VID_19582,5
2570,VID_1276,9
2571,VID_19072,67
2572,VID_4995,0
2573,VID_14521,6
2574,VID_6580,4
2575,VID_7648,0
2576,VID_13218,10
2577,VID_12709,36
2578,VID_4152,0
2579,VID_5017,11
2580,VID_12246,8
2581,VID_3971,0
2582,VID_388,0
2583,VID_303,0
2584,VID_18386,16
2585,VID_8321,0
2586,VID_761,7
2587,VID_6250,6
2588,VID_3051,7
2589,VID_8930,10
2590,VID_23327,14
2591,VID_10395,5
2592,VID_6038,5
2593,VID_15890,10
2594,VID_13023,0
2595,VID_15120,42
2596,VID_11617,95
2597,VID_18165,10
2598,VID_5280,37
2599,VID_5648,8
2600,VID_10782,33
2601,VID_21087,25
2602,VID_21352,13
2603,VID_9585,20
2604,VID_6821,0
2605,VID_15087,20
2606,VID_19654,15
2607,VID_10413,2
2608,VID_22027,15
2609,VID_5081,158
2610,VID_6452,12
2611,VID_16047,0
2612,VID_14887,30
2613,VID_12293,55
2614,VID_10093,0
2615,VID_12852,24
2616,VID_7027,3
2617,VID_21706,1183
2618,VID_14603,6
2619,VID_5878,10
2620,VID_965,8
2621,VID_9432,11
2622,VID_9060,4
2623,VID_6273,101
2624,VID_20500,0
2625,VID_18347,85
2626,VID_12503,0
2627,VID_19854,23
2628,VID_3007,10
2629,VID_10533,875
2630,VID_7212,0
2631,VID_6928,5
2632,VID_10737,0
2633,VID_11747,12
2634,VID_7988,0
2635,VID_13951,7
2636,VID_6027,5
